Order,Node Name,ATen Operator,Backend Assignment,Is Delegated?
137,aten_convolution_default_32,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
138,aten__native_batch_norm_legit_no_training_default_32,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
139,getitem_33,<built-in function getitem>,XNNPACK (Accelerator),YES
140,aten_relu_default_29,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
141,aten_convolution_default_33,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
142,aten__native_batch_norm_legit_no_training_default_33,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
143,getitem_34,<built-in function getitem>,XNNPACK (Accelerator),YES
144,aten_add_tensor_9,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
145,aten_relu_default_30,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
146,aten_convolution_default_34,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
147,aten__native_batch_norm_legit_no_training_default_34,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
148,getitem_35,<built-in function getitem>,XNNPACK (Accelerator),YES
149,aten_relu_default_31,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
150,aten_convolution_default_35,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
151,aten__native_batch_norm_legit_no_training_default_35,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
152,getitem_36,<built-in function getitem>,XNNPACK (Accelerator),YES
153,aten_relu_default_32,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
154,aten_convolution_default_36,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
155,aten__native_batch_norm_legit_no_training_default_36,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
156,getitem_37,<built-in function getitem>,XNNPACK (Accelerator),YES
157,aten_add_tensor_10,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
158,aten_relu_default_33,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
159,aten_convolution_default_37,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
160,aten__native_batch_norm_legit_no_training_default_37,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
161,getitem_38,<built-in function getitem>,XNNPACK (Accelerator),YES
162,aten_relu_default_34,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
163,aten_convolution_default_38,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
164,aten__native_batch_norm_legit_no_training_default_38,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
165,getitem_39,<built-in function getitem>,XNNPACK (Accelerator),YES
166,aten_relu_default_35,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
167,aten_convolution_default_39,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
168,aten__native_batch_norm_legit_no_training_default_39,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
169,getitem_40,<built-in function getitem>,XNNPACK (Accelerator),YES
170,aten_add_tensor_11,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
171,aten_relu_default_36,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
172,aten_convolution_default_40,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
173,aten__native_batch_norm_legit_no_training_default_40,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
174,getitem_41,<built-in function getitem>,XNNPACK (Accelerator),YES
175,aten_relu_default_37,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
176,aten_convolution_default_41,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
177,aten__native_batch_norm_legit_no_training_default_41,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
178,getitem_42,<built-in function getitem>,XNNPACK (Accelerator),YES
179,aten_relu_default_38,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
180,aten_convolution_default_42,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
181,aten__native_batch_norm_legit_no_training_default_42,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
182,getitem_43,<built-in function getitem>,XNNPACK (Accelerator),YES
183,aten_add_tensor_12,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
184,aten_relu_default_39,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
185,aten_convolution_default_43,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
186,aten__native_batch_norm_legit_no_training_default_43,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
187,getitem_44,<built-in function getitem>,XNNPACK (Accelerator),YES
188,aten_relu_default_40,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
189,aten_convolution_default_44,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
190,aten__native_batch_norm_legit_no_training_default_44,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
191,getitem_45,<built-in function getitem>,XNNPACK (Accelerator),YES
192,aten_relu_default_41,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
193,aten_convolution_default_45,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
194,aten__native_batch_norm_legit_no_training_default_45,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
195,getitem_46,<built-in function getitem>,XNNPACK (Accelerator),YES
196,aten_convolution_default_46,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
197,aten__native_batch_norm_legit_no_training_default_46,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
198,getitem_47,<built-in function getitem>,XNNPACK (Accelerator),YES
199,aten_add_tensor_13,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
200,aten_relu_default_42,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
201,aten_convolution_default_47,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
202,aten__native_batch_norm_legit_no_training_default_47,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
203,getitem_48,<built-in function getitem>,XNNPACK (Accelerator),YES
204,aten_relu_default_43,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
205,aten_convolution_default_48,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
206,aten__native_batch_norm_legit_no_training_default_48,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
207,getitem_49,<built-in function getitem>,XNNPACK (Accelerator),YES
208,aten_relu_default_44,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
209,aten_convolution_default_49,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
210,aten__native_batch_norm_legit_no_training_default_49,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
211,getitem_50,<built-in function getitem>,XNNPACK (Accelerator),YES
212,aten_add_tensor_14,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
213,aten_relu_default_45,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
214,aten_convolution_default_50,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
215,aten__native_batch_norm_legit_no_training_default_50,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
216,getitem_51,<built-in function getitem>,XNNPACK (Accelerator),YES
217,aten_relu_default_46,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
218,aten_convolution_default_51,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
219,aten__native_batch_norm_legit_no_training_default_51,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
220,getitem_52,<built-in function getitem>,XNNPACK (Accelerator),YES
221,aten_relu_default_47,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
222,aten_convolution_default_52,"<EdgeOpOverload: aten.convolution.default>: schema = aten::convolution(Tensor input, Tensor weight, Tensor? bias, SymInt[] stride, SymInt[] padding, SymInt[] dilation, bool transposed, SymInt[] output_padding, SymInt groups) -> Tensor",XNNPACK (Accelerator),YES
223,aten__native_batch_norm_legit_no_training_default_52,"<EdgeOpOverload: aten._native_batch_norm_legit_no_training.default>: schema = aten::_native_batch_norm_legit_no_training(Tensor input, Tensor? weight, Tensor? bias, Tensor running_mean, Tensor running_var, float momentum, float eps) -> (Tensor, Tensor, Tensor)",XNNPACK (Accelerator),YES
224,getitem_53,<built-in function getitem>,XNNPACK (Accelerator),YES
225,aten_add_tensor_15,"<EdgeOpOverload: aten.add.Tensor>: schema = aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",XNNPACK (Accelerator),YES
226,aten_relu_default_48,<EdgeOpOverload: aten.relu.default>: schema = aten::relu(Tensor self) -> Tensor,XNNPACK (Accelerator),YES
227,aten_mean_dim,"<EdgeOpOverload: aten.mean.dim>: schema = aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",XNNPACK (Accelerator),YES
228,aten_view_copy_default,"<EdgeOpOverload: aten.view_copy.default>: schema = aten::view_copy(Tensor self, SymInt[] size) -> Tensor",ExecuTorch (Portable CPU),NO
229,aten_permute_copy_default,"<EdgeOpOverload: aten.permute_copy.default>: schema = aten::permute_copy(Tensor self, int[] dims) -> Tensor",XNNPACK (Accelerator),YES
230,aten_addmm_default,"<EdgeOpOverload: aten.addmm.default>: schema = aten::addmm(Tensor self, Tensor mat1, Tensor mat2, *, Scalar beta=1, Scalar alpha=1) -> Tensor",ExecuTorch (Portable CPU),NO
